key,input,mw
LFMPKDUDFHIAFQ-UHFFFAOYSA-N,CC1=NOC(C)=C1C1=NC(NC2=CC=NC=C2)=C2C=CC=CC2=N1,317.3520000000001
RXVRDGZXPYUYJA-UHFFFAOYSA-N,CC1=C(C2CCCN(C3=NC=CC(C4=CC5=CC=CC=C5S4)=N3)C2)C2=CC=CN=C2N1CCO,469.61400000000026
SBYAWRCLRPUMID-UHFFFAOYSA-N,FC1=CC=C(CSC2=NN=C(C3=CC=C(Cl)C=C3)O2)C=C1,320.77600000000007
LOMMVSNHQQDMLI-UHFFFAOYSA-N,CNC1=CC=C2C=CC(C(=O)N3CCC4(CC3)CC(=O)C3=NN(C(C)(C)C)C=C3C4)=CC2=N1,445.5670000000002
BEAXBJADFUQQRI-UHFFFAOYSA-N,CC(C)(C)CN1CCC2(CC1)CN(C1=CC=CC=C1NC1=NN=C(C3=CC=CC=N3)S1)C1=C(O)C=CC(C(F)(F)F)=C21,594.7070000000002
CQLGOIWJTWWHOO-UHFFFAOYSA-N,CNC(=O)C1=C(C2=CC=CN=C2O)OC2=CC(N(C)S(C)(=O)=O)=C(C3=CC=C4C(=N3)C3=CC5=C(F)C=CC=C5N3CO4)C=C12,613.6270000000001
WTEQNAJWLZRTQJ-UHFFFAOYSA-N,CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCCN2C=C(CNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1,765.828
HMUWEJRDKUXALY-ONEGZZNKSA-N,CC1=CC(/C=C/C2=CC3=CC=C(O)C=C3N=C2Cl)=CC(C)=C1O,325.7950000000001
FPERDVXBFUMNAE-UHFFFAOYSA-N,COC1=CC=C(CC2=NOC(CN3CCN(C4CCC5=CC=CC=C5C4)CC3)=N2)C=C1OC,448.5670000000003
BDHWYTUROBBVKO-UHFFFAOYSA-N,CC1CNC2=CC=CC=C2C[N+]1(C)C,191.29799999999994
NGSWNVZRCRGISY-UHFFFAOYSA-N,CCC1=NC=C(CNC2CC(=O)N(CCC3=CC=CC(Cl)=C3)C2)C=N1,358.873
POHRJBWHCNNYHG-PJABCKPXSA-N,CN1N=C(/C=C\C(=O)N2CC(CCl)C3=C2C=C(N)C2=CC=CC=C32)C=C1/C=C/C(=O)N1CC(CCl)C2=C1C=C(N)C1=CC=CC=C21,651.598
ZIOLALPBWHSEBJ-UHFFFAOYSA-N,CC(NC(=O)CCC(=O)NC(C)C1=CC=CC=C1)C1=CC=CC=C1,324.42400000000004
FYUSOWPRMPEAQK-UHFFFAOYSA-N,CC1=CC=CC(C#N)=C1CC1CN/C(=N\N(C)C)CN(CC(=O)NC2=CC=CC(C3=CN(C)N=C3)=C2)C1=O,512.6180000000003
UKTDLXQKBWIYHZ-UHFFFAOYSA-N,CC1=CC(NC(=O)C2=CC=CS2)=CC=C1OC1CCN(CC2=CC=C(C#N)C=C2)CC1,431.5610000000003
CUULLJHDMLXEMY-UHFFFAOYSA-N,CCOC(=O)NC(=O)C1=CN(CCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCCN2C=C(C(=O)NC(=O)OCC)C(=O)NC2=O)C(=O)NC1=O,822.8700000000002
JCOAETVVTPULPY-UHFFFAOYSA-N,C1=CC=C(C2=CSC3=NC=NC(N4CCC(COCCN5CCCC5)CC4)=C23)C=C1,422.59800000000035
WLJRVZLOEGJOMN-UHFFFAOYSA-N,CC(C)(C)C1=CC(Cl)=C(O)C(CN)=C1.Cl,250.16899999999998
MDHPAFCRERHBKF-KRWDZBQOSA-N,CNC(=O)C1=CC2=C(N=C(C)N2C)C2=C1CC[C@@H](C1=CC=CC=C1)O2,335.407
GERLUHJPVSMTRX-UHFFFAOYSA-N,CN(C)C1CCC(NC2=NC(NC3=CC(Cl)=CC(Cl)=C3)=NC3=CC=CC=C23)CC1.Cl,466.8440000000002
XZABFCXOYRQZHZ-UHFFFAOYSA-N,COC1=CC(N2CCOCC2)=CC=C1NC1=NC2=C(C(NC3=CC=CC=C3S(=O)(=O)NCCO)=N1)C1(CC1)CN2,567.672
XOBCALYBPKWFCM-OOSCYNTBSA-N,CC(C)N1C(=O)C(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3CCCCCN2CCCCC2)=CC2=CC=CC=C12,492.7080000000005
JBPNPLREHXKRHY-TUAOUCFPSA-N,N#C[C@@H]1C[C@H](F)CN1C(=O)C[C@H](N)CC1=CC=C(Cl)C(Cl)=C1,344.217
MFKAPKFAWIOYCE-UHFFFAOYSA-N,COC(=O)C1=C(CN2C=C(Br)C=N2)C=CO1,285.09700000000004
OOTHKMCNWYRYIU-UHFFFAOYSA-N,CCCS(=O)(=O)N1CCC2(CN(C3=CN(C)N=C3)C(=O)CN2C)C1,355.4640000000001
ANBSKAVSYOWFDK-UHFFFAOYSA-N,CC1=CC=C(CN2CCN(C3=CC=CC4=C3C=CN4)CC2)C=C1,305.4250000000001
ZLNAXGITCVOBLN-FCHUYYIVSA-N,COC1=CC=C2C3=C(C4=CC(OC)=C(OC)C=C4C2=C1)C[C@H]1[C@H](O)CCCN1C3,393.4830000000002
SMYUUGPPHGGHTK-RPKDUVEISA-N,CCOC1=CC=C(CC2=CC([C@@H]3OC(OC)[C@@H](O)[C@H](O)[C@H]3O)=CC=C2C)C=C1,388.4600000000001
SAMFRTCQHAYMAV-UHFFFAOYSA-N,NN/C(=N\S(=O)(=O)C1=CC=C(C2=CC=CC=N2)S1)NC1=CC=C(Cl)C=C1,407.908
RGZQWLFZGIRJMF-UHFFFAOYSA-N,CN1C=NC(S(=O)(=O)NCC2=CC=CC(C(CC3=CC=CC=C3)C(=O)N3CCOCC3)=C2)=C1,468.5790000000003
VHPMWTFTLVYECR-AREMUKBSSA-N,O=C(O)COC1=CC=CC2=C1CC[C@](O)(COC(=O)N(C1=CC=CC=C1F)C1=CC=CC=C1F)C2,483.4670000000001
ZSDGJUXQRFNRLM-UHFFFAOYSA-N,CC1CCC2=C(SC3=NC(SC4=NN=NN4C4=CC=CC=C4)=NC(N)=C23)C1,395.51700000000017
IHHJXHLPMLCIJO-UHFFFAOYSA-N,NNC(=O)C1=CC=C(C2=CC=C(C3=CC=C(C(=O)NN)C=C3)O2)C=C1,336.35100000000006
IQUJYNGGPSRCMU-JKSUJKDBSA-N,CN1C=NN=C1SCC(=O)N1C[C@H]2CC[C@@H]1CN(CC1=CC=CN=C1)C2,372.49800000000005
BVIHFTLHUNNBFZ-UHFFFAOYSA-N,CCN1C2=CC=CC=C2C2=CC(NC(=O)CCC3=NC(C4=CC=CC=C4F)=NO3)=CC=C12,428.4670000000001
QVGJFCYPJQLPBX-YPMHNXCESA-N,CC(C)N1C[C@H](O)C[C@H]1C1=NC(C2=CC=C(OC(F)(F)F)C=C2)=NO1,357.332
AFTYTORWLILVGK-UHFFFAOYSA-N,COC1=CC=C2C(=C1)C(=O)C1=C2C(N2CCN(C(=O)CN3CCNCC3)CC2)=NC2=CC=CC=C12,471.5610000000003
IITIFTPSUWOGJB-UHFFFAOYSA-N,CC1(C)CC2=C(SC(NC(=O)C3=CC(C(F)(F)F)=NN3)=C2C(N)=O)C(C)(C)O1,416.4250000000002
SSRVALRRQAGRLM-UHFFFAOYSA-N,CCN(CC)C1=CC=C2C=C(C(=O)NC3=C(C#N)C=NN3C3=CC=C(F)C=C3)C(=O)OC2=C1,445.4540000000001
JQARLPXYZSMHOW-RYUDHWBXSA-N,CC(=O)N[C@H]1C[C@@H](C2=NC(C3=CC=C4C(=C3)OCO4)=NO2)N(C)C1,330.3440000000001
IDQSBDUGYFUQFD-JLHYYAGUSA-N,O=C1/C(=C/C2=CC=CC=C2Cl)CC2=CC=CC=C12,254.71599999999998
XESQDDURLUPHGC-UHFFFAOYSA-N,OC1CCC2=C(C3=CC=C(C(F)(F)F)C(F)=C3)C=NC=C12,297.251
QCZUTPXXEUABHM-UHFFFAOYSA-N,CC1=CC=CC=C1C(=O)NC1=CC=C2C(=C1)OCCO2,269.29999999999995
GUQITIAKBNTZJR-UHFFFAOYSA-N,CNS(=O)(=O)C1=CC(S(=O)(=O)NC)=C2C=CC=NC2=C1O,331.37500000000006
JHMSCTXXWOJJDW-UHFFFAOYSA-N,N#CC1=NC=C(NC2=NC=C(C3=CC=CC=C3)C=N2)C=C1OC1CCCNC1,372.43200000000024
LWKVTEMZMBTYHW-UHFFFAOYSA-N,O=C1C([N+](=O)[O-])=C(NCCCCO)N=C2SC=NN12,285.28499999999997
KIMAXDZENSBFAC-DYHNYNMBSA-N,C[C@@H]1[C@H](C2=CC=CC=C2)[C@]1(NS(=O)(=O)N1CCC2=C3N(N=C2C1)C=C(F)C=C3)C(=O)O,444.48800000000017
SWLCRSGCAIHELB-UHFFFAOYSA-N,NC1=C(C(=O)NCC2=CC=CC=C2)N=C(C2OC(CO)C(O)C2O)N1,348.35900000000004
KGKUFGBFORCNSI-DEFWWTKGSA-N,NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)C1CCCCN1/C=C1\N=C(C2=CC=C(Br)C=C2)OC1=O,541.4020000000002
UNASHSXBPRWRBJ-UHFFFAOYSA-N,CC1=NC=CC=C1C1=CN=C(NCC2=C(F)C=CC3=C2CCO3)N2C=NC(S(C)(=O)=O)=C12,453.4990000000002
UQSIPNLHOWORHA-BUHFOSPRSA-N,O=C(/C=C/C1=CC=C(NC(=O)C(CC2=CC=CC=C2)C2=CC=CC=C2)C=N1)NO,387.439
IYHPHEGDCSYNRU-TYBLODHISA-N,CCCCCCN1C(=O)N2N(C1=O)[C@@H]1CN(S(=O)(=O)C3=CC=C(C)C=C3)C[C@]1(O)[C@@H](OC(=O)NC1CC1)C2,549.6500000000001
MTLPIHSWYGUHAO-UHFFFAOYSA-N,Cl.ClC1=CC=CC=C1CN1CCC2=NC(C3CCNCC3)=NC=C2C1,379.3350000000002
ARFWEJPKRPPMNX-ZBCLOIOMSA-N,CC(C)(C)NC(=O)[C@@H]1CN(CC2=C(F)C=CC=C2F)CCN1C[C@@H](O)C[C@@H](CC1=CC=NC=C1)C(=O)N[C@H]1C2=CC=CC=C2C[C@H]1O,649.7830000000002
DDMYKFIFPVZNFV-UHFFFAOYSA-N,CC(=O)N1CCN(CCCOC2=CC=C(NC(=O)NC34CC5CC(CC(C5)C3)C4)C3=CC=CN=C23)CC1,505.66300000000047
LXFOLMYKSYSZQS-LURJZOHASA-N,CC(C)N(C[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O)[C@H]1C[C@@H](CCC2=NC3=CC(C(C)(C)C)=CC=C3N2)C1,562.7190000000003
WVWQOPVABKDLEQ-XZRFTHSASA-N,C[C@H]1CO[C@]2(C)OC3=CC=C4C(=C3C[C@H]12)O[C@@]1(C)OC[C@H](C)[C@H]1C4,330.4240000000001
TXDOHXDBDRTDGS-RDCCYBAYSA-N,CC1=CC(C(=O)N[C@H](C(=O)N[C@@H](CC2=CC=C(F)C=C2)C(=O)N[C@@H](/C=C/C(=O)OCC2=CN3C(C)=CC=CC3=N2)CCC(N)=O)C(C)C)=NO1,689.7449999999999
YDEHNHGEYOGGFN-UHFFFAOYSA-N,O=C(CN1C=CC2=CC=CC=C2C1=O)NCC(=O)NC1=CC=C(F)C=C1F,371.343
IVJIBWSXEXKRMG-VWISXKDWSA-M,O=[N+]([O-])C1=CC=C([C@]2(O)C[N+]3=CC=CN=C3N2C23CC4CC(CC(C4)C2)C3)C=C1.[Br-],473.37100000000027
ZZFNFVIARHYRSN-UHFFFAOYSA-N,CCCCCCCCCCCCCCCN1C(C2=CC=[N+](CCCCCCCCCCCCCCC)C=C2)=CC(=O)C2=CC=CC=C12,644.0650000000005
WIPPATJOBBCRQL-UHFFFAOYSA-N,CC1=NC2=NC(C3=CSC=C3)=C(NC3=CC=CC(C(F)(F)F)=C3)N2C(C)=C1,388.41800000000006
UTKCTCGKHDGAGU-KRWDZBQOSA-N,N=C(N)NCCC[C@H](NS(=O)(=O)C1=CC=CC2=CC=CC=C12)C(=O)N1CCOCC1,433.5340000000003
UBFJPGYDLWMCCQ-QNYGLZOESA-N,CC(=O)O[C@H]1CC[C@@]2(C)C(C1)/C(=N/NC(=S)NC1CCCCC1)C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,599.9700000000003
VSCXKDVIFGSTQX-UHFFFAOYSA-N,O=C(COC(=O)CCCC1=CNC2=CC=CC=C12)NC1=CC=C2C(=C1)OCO2,380.40000000000015
ZAHPUYQFVJGLKE-ZVAWYAOSSA-N,CN(CC1=CN=C2N=CN=CC2=N1)C1=CC=C(C(=O)N[C@@H](CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)C=C1,553.5320000000004
DZEPEZKWVZRFSQ-UHFFFAOYSA-N,COC1=CC=C2C(=C1)C(C1CCN(C)C1)=CN2S(=O)(=O)C1=CC=C(C(C)C)C=C1,412.5550000000001
FSNBDVYBVBCTNA-UHFFFAOYSA-N,N/C(=N\O)C1=CC=CN=C1OCC(F)(F)F,235.16499999999994
QLHABMLYWODKSV-WLHGVMLRSA-N,CN1CCC(OC2=CC=CC=C2CC2=CC=CC=C2)CC1.O=C(O)/C=C/C(=O)O,397.4710000000002
MVRRILMCOGDYKT-UHFFFAOYSA-N,CC1=CC=CC=C1N1C(CN2N=C(C3=CC=NN3)C3=C(N)N=CN=C23)=CC2=CC=CC(C)=C2C1=O,462.5170000000003
ZVDJMZRPCBCFRP-UHFFFAOYSA-N,N=C(N)NC(=N)NC1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1,313.2049999999999
PLWMINFPPXBCDN-LJAQVGFWSA-N,CC(C)C[C@H](NC(=O)C1=CC=C(C2=CC=C(NC3CCCCC3)C=C2C(=O)NC2=CC=CC(C(N)=O)=C2)C(C(=O)O)=C1)C(N)=O,613.7150000000004
PMHHCNSTMYETPP-UHFFFAOYSA-N,CCC1=CC(=O)OC2=C3C(=CC(OCC(=O)NCC4=CC=CC=N4)=C12)OC(C)(C)CC3,422.4810000000002
RKRJKAGIENIQPJ-UHFFFAOYSA-N,CN(C)CCCN=C(S)N(CCCN(C)C)CC1=CC2=CC3=C(C=C2N=C1O)OCO3,447.60500000000025
HMIBRCTTZUUQGS-UHFFFAOYSA-N,CN1N=C(C2=NN=C(C3=CC=CC=C3)O2)C2=C1C1=CC=CC=C1C2,314.34800000000007
UHHPRQVHWBEBHX-UHFFFAOYSA-N,NC1=NC(N)=C2N=C(CNC3=CC=CC4=CC=CC=C34)C=CC2=N1,316.3680000000001
CFXOKKSZPDFENA-UHFFFAOYSA-N,CCC1=CC(NC2=CC(=O)N(CCCCN3CCN(C4=CC5=C(C=C4F)C(=O)C(C(=O)O)=CN5C4CC4)CC3C)C(=O)N2)=CC=C1C,644.748
LROUKMLZBNRPMW-GKTLAHRSSA-N,CCOC(=O)N1C/C(=C\C2=CN(CC3=CC=CC=C3F)C3=CC=CC=C23)C(=O)/C(=C/C2=CN(CC3=CC=CC=C3F)C3=CC=CC=C23)C1,641.7180000000002
ULDLMDSZWNDNIE-RNWQELCDSA-N,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCC3(CCC4=CC=CC=C34)CC1)[C@@H](N1C(=O)NC(CC3=CNC=N3)C1=O)C2,565.7400000000001
VVRAFJAFNTZYGV-UHFFFAOYSA-N,FC(F)(F)C1=CC(C2=CC=CS2)=NC(N2C=C(Cl)C=N2)=N1,330.72200000000004
JCNDIEMMUWNKKT-NKWVEPMBSA-N,CC(=N)NC[C@@H](F)CC[C@@H](N)C(=O)O,205.233
WFNAQRYHERHQCN-UHFFFAOYSA-N,C=CCN1C(COC2=CC=C(F)C=C2)=NN=C1SCC(=O)NC1=CC=CC(S(N)(=O)=O)=C1,477.54300000000023
KNXDJTHNHDCPRF-XQFNSDKMSA-N,C[C@@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@@H]12.C1=CC=NC=C1,435.6300000000002
LWPHMYDSUBVSCJ-UHFFFAOYSA-N,CCCCCCC(C)(C)C1=CC=C(C2=CC(C)=CC(C)=C2)C(C(=O)O)=C1,352.5180000000001
CALWUFDIPPGOMX-FRKPEAEDSA-N,CCOC1=CC=C(/C=N/NC(=O)CSC2=NN=C(O)N=C2O)C=C1OC,379.3980000000001
KEELBRCNCWEOAL-UHFFFAOYSA-N,O=C1CSC(C2=CC3=CC=CC=C3N=C2Cl)N1C1=CC=CC=C1[N+](=O)[O-],385.8320000000001
ONJZPBPIEZEMPK-UHFFFAOYSA-N,CCC(C(=O)N1CCN(C(=O)C2=CC=CO2)CC1)N1SC2=CC=CC=C2C1=O,399.4720000000001
WGJYNLLWZLYSJS-UHFFFAOYSA-N,CCC(=O)NC(C1=NN=C(CNS(N)(=O)=O)O1)C1=NC2=CC=C(C3=CC=C(F)N=C3)C=C2S1,491.5300000000002
TZEGISFYFXKRCN-UHFFFAOYSA-N,COC1=CC2=C(C=C1OC)C1=NC=C3C(OC)=CC=C(OC)C3=C1C2.Cl,373.83600000000007
MSSXZZIDIPKYEB-YPDCMUIKSA-N,C=C1[C@@H]2CC[C@@H]3[C@](C2)(C(=O)O[C@H]2CCC(C)(C)[C@H]4[C@H](O)OC[C@@]324)[C@@H]1O,348.4390000000001
BJGIYPDZGPCLNV-UHFFFAOYSA-N,NC(=O)C1=C(NC(=O)CN2CCOCC2)SC=C1,269.3259999999999
BVGDUEJZGYNXGI-UHFFFAOYSA-N,CC1=CC=CC(COC2=CC=CC=C2C2=CN(C3=CC=C(C(=O)O)C=C3)C=C2C#N)=C1,408.45700000000016
ZNNGMYKZZGHNRW-UHFFFAOYSA-N,CCOC(=O)NN1C(=O)C2=CC=CC=C2NC1(C)C,263.297
KCYKOJYPEZFWGR-UHFFFAOYSA-N,COC1=CC=C(C2=C(C3=CC=C(OC)C=C3)C(=O)C2=O)C=C1,294.306
AOTFSQYHJUPBAD-UHFFFAOYSA-N,O=C(C1=CC=C(F)C=C1)C1CCN(C(=O)NCC2=CC=CC=C2)CC1,340.3980000000001
SGNMFHOVKPGPNG-UHFFFAOYSA-N,O=C1COC2=CC=C(S(=O)(=O)NCCCN3CCN(C4=CC=C(C(F)(F)F)C=C4)CC3)C=C2N1,498.52700000000016
YHMUQPIOJRKBPT-UHFFFAOYSA-N,CC1=C(C2=CC=C(Cl)C=C2)N=C(CN)S1,238.743
AGFYVJCJRQPJIS-UHFFFAOYSA-N,CC(C)=CC1C=C(C)C(C)C2C(=O)NNC(=O)C12,248.326
KIALFUYSJAAJSU-UHFFFAOYSA-N,O=C(C1CC1)N1CCNCC1,154.213
AARDSTBEQZRSQU-UHFFFAOYSA-N,O=[N+]([O-])C1=CC=C(N2CCNCC2)C=C1NCC1=CC=C(Cl)C=C1,346.818
STGQVEFZTUFRET-PLRJNAJWSA-N,O=C1OC2=CC=C(C3=CC=CC=C3)C=C2C(=O)/C1=N/NC1=CC=CC(F)=C1Cl,394.789
DNENLTQUXFRGJA-CYBMUJFWSA-N,N=C(N)NCCC1=CN(CC(=O)N[C@@H](C(=O)O)C2=CC=CC=C2)N=N1,345.363
QQCIIFVGCYFHOP-UHFFFAOYSA-N,CC1=CC(C)=C2C(=C1)C1=C(SSC1=S)C(C)(C)N2C(=O)C1=CC=CC=C1,397.59000000000015
HYXYCJATCHYXTG-UHFFFAOYSA-N,COC1=CC=CC=C1S(=O)(=O)NCC1=CC=C(C(=O)NC2CCC(O)CC2)C=C1,418.5150000000002
KRWDHOGDTJWQMC-UHFFFAOYSA-N,O=C1NC2=C(OS(=O)(=O)C3=CC=CC([N+](=O)[O-])=C3)C=CC=C2O1,336.28100000000006
PVABXGMHLMUIRO-UHFFFAOYSA-N,CCC1=C(N)N=CN=C1N1CCC(C2=NC(C3=CC=CC(OC(F)(F)F)=C3)=CN2CCN2CCC2)CC1,515.5840000000003
CDYAULNOJRPJMB-UHFFFAOYSA-N,ClC1=CC=C2C(C3=CN(C4=CC=CC=C4)N=C3)=CC=NC2=C1,305.76800000000003
GHZJWBBKWPQBMD-BSTOTGJRSA-N,CC(=O)OC[C@H]1O[C@@H](N2C=C(C(F)F)C(=O)NC2=O)[C@@H](F)[C@@H]1OC(C)=O,380.2750000000001
BCJYOMALQIGARS-UHFFFAOYSA-N,O=S(=O)(NCC1=CC=CC=C1)C1=CNC=N1,237.28400000000005
WAGUHMCKGKIDQZ-UHFFFAOYSA-N,CC(C)(C)OC(=O)NCCCN1C(C(C)(C)C)=NC(C(=O)NCC2=CC=C(F)C=C2)=C(O)C1=O,476.54900000000015
HRYITGOEDRTTLM-FRSCJGFNSA-N,CC(C)C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(N)=O)C(N)=O,747.8989999999997
XMSVFGRBSHYYAY-UHFFFAOYSA-N,NC(=O)C1=CC=C(NCC2CCCO2)C([N+](=O)[O-])=C1,265.26899999999995
IDDVCBDDELSDJR-UHFFFAOYSA-N,CC(C)C1=CC=CC2=C1NC(=O)C21N(C)CCC12CN(N=O)CCC2=O,356.4260000000001
RCISLYYUAFRAKW-UHFFFAOYSA-N,CC(C)NC(=O)NC1(C2=CC=CC=C2)CCN(C2=NC=NC3=C2N=C(C2=CC=CC=C2Cl)N3C2=CC=C(Cl)C=C2)CC1,600.5540000000001
BHASGBYJTKPNAL-UHFFFAOYSA-N,CN1C2=CC=CC=C2C2=C(NCCCN)N=C3C=CC(F)=CC3=C12,322.387
ABCZWPAVPBJOHB-UHFFFAOYSA-N,COC(=O)C1CC(C)(C)C=CC1=O,182.219
CGXGXKRXZCIZOG-UHFFFAOYSA-N,CCC1=CC=CC(C)=C1N(C(=O)CCl)C(C)CCO,283.799
CLVKPCADGVQVBG-UHFFFAOYSA-N,CNC1=CC(C2(C(=O)NC3=CC(C(=O)NC4=CC=C(N5CCN(C)CC5)C(C(F)(F)F)=C4)=CC=C3C)CC2)=NC=N1,567.6160000000001
WURKNUPFWMTVEN-QGZVFWFLSA-N,C=C1C(=O)N(C2=CC(OC)=C(OC)C(OC)=C2)[C@H]1C1=CC=CC(OS(N)(=O)=O)=C1,420.4430000000001
AOTKSUFJLFWFNP-UHFFFAOYSA-N,CN(C)C1=NC2=C(C(=O)N(C)C(=O)N2C)N1CC(=O)C1=CC=CS1,347.40000000000003
USLRNBBDXHQBMR-UHFFFAOYSA-N,COC1=CC(SC)=NC(NC(=O)NS(=O)(=O)C2=NC=CC=C2C(=O)N(C)C)=N1,426.4800000000002
VRQUWNJFCWXBFT-UHFFFAOYSA-N,C=C(CC)C(=O)C1=CC=C(OCC(=O)OCCOCCO)C(Cl)=C1Cl,391.24700000000007
MIDRAFYNKGNQCW-UHFFFAOYSA-N,O=C(O)CNC(=O)C1=C(O)C=C(C2=CC=CC=C2)C2=NC=NN12,312.285
DUEQQGIBXOVGGK-UHFFFAOYSA-N,CC(C)(C)C(=O)N1N=C(C2=CC=CS2)CC1C1=CC=C(Cl)C=C1,346.88300000000004
PCFGMPNKAUVMPL-AWEZNQCLSA-N,CN(C)[C@H]1CCC2=C(C=CC=C2C2=CC=CC=C2F)C1,269.36300000000006
POPLYGZZRBSLGK-UHFFFAOYSA-N,N=C(N)NCCC1=CC=C2C(=C1)OCO2,207.23299999999998
DKZXIWOTXCJQIO-UHFFFAOYSA-N,C1=CC(CSC2=CN=CC(N3CCCNCC3)=C2)C=C1,287.43199999999996
USLPKMLGPMXNHQ-MOPGFXCFSA-N,FC1=CC=C([C@@H]2CN(CC(F)(F)F)CC[C@H]2C2=CC(C3=CC=C(Cl)C=C3)=NN2)C=C1,437.868
JZBOKHPVANMPKV-UHFFFAOYSA-N,Cl.Cl.C1=CC2=C(SC(C3=CC=C(C4=NC5=CC=C(C6=NCCN6)C=C5S4)C=C3)=N2)C=C1C1=NCCN1,553.5440000000001
GQTMAXSLVGPCNP-ROUUACIJSA-N,CC1=NC2=CC=C(C(=O)N3CC[C@H](O)[C@@H](N4CCOCC4)CC3)C=C2N1,358.4420000000001
FKGWKHJXWUFYGV-UHFFFAOYSA-N,CN(C)CCOC1=CC=C2C=CC=CC2=C1C=O,243.30599999999998
PPTNARLFCSSMOS-UHFFFAOYSA-N,CC1=CC=CC(N2CCN(CC3=CC=CC=C3C3=CC=CC=C3)CC2)=C1,342.4860000000001
ZTEZCXSLNMHOGE-UHFFFAOYSA-N,CC1=CC=C(S(=O)(=O)NC2=C(C)N(C)N(C3=CC=CC=C3)C2=O)C=C1C(=O)OCC(=O)N1CCCC(C)C1,540.6420000000003
KUVHWYXTRNRFKD-UHFFFAOYSA-N,CNC1=NC(NC(C)C)=NC2=CC=CC=C12,216.28799999999998
LQDKFQQEGHPRQY-HHHXNRCGSA-N,C[C@]1(C2=CC=CC=C2)CN(CC2=CC=C(F)C=C2)C(=O)C(C2=NS(=O)(=O)C3=CC(NS(C)(=O)=O)=CC=C3N2)=C1O,584.6510000000002
GPDRDNWHAYFRDI-VYIIXAMBSA-N,CC(N)C(=O)NC1=CC=C(NC2=NC=CC(C3=CN=C(N4CC[C@H](F)C4)C(C#N)=C3)=N2)C=N1,447.47800000000024
LSYKHZOLABRHPU-GUTACTQSSA-N,CN(C)C(=O)[C@@H](C1=CC=C(C2=CC=C(F)C=C2)C=C1)[C@H](N)C(=O)N1CCCCC1.O=C(O)C(F)(F)F,511.5160000000003
GEEHOLRSGZPBSM-FJOPGZJJSA-N,CC/C=C/C/C=C\C/C=C\C/C=C\C/C=C\C/C=C/CCC(=O)NCCO,371.56500000000017
UYXGGOAHCXUQAT-XNMGPUDCSA-N,O=C1[C@H](CCN2C=NC3=C(OCC4=CC=CC=C4)N=CN=C23)[C@@H](C2=CC=CC=C2)N1CC1=CC=CC=C1,489.5790000000002
NBHREWAOBCBYTH-AMUINCDKSA-N,C=C1CC[C@H]2[C@@](C)(C(=O)OCC)CCC[C@]2(C)[C@H]1CC[C@H](C)CCO,350.5430000000001
FMROSSLNINUGJU-VOLPZXEBSA-N,CO[C@@H]1C[C@]2(CC[C@H](COC(=O)/C=C/C3=CC=C(O)C(O)=C3)C[C@@H]2O)[C@@H](OC)O1,408.4470000000002
PDEXXTHEMNGLQV-UHFFFAOYSA-N,CSC1=CC(SC)=NC=N1,172.278
ULNAYWJMVBSQJK-UZNJFETESA-N,C[C@]12CC[C@@H]3[C@H]4CC[C@@](C)(O)C[C@H]4CC[C@H]3[C@@H]1CC[C@@H]2C(=O)CN1C=C(C#N)N=N1,410.5620000000002
MONOEYMRTNNARV-UHFFFAOYSA-N,CC1CCN2N=C(C(=O)N3CCC3)C(C3=CC=C(Cl)C=C3)=C2O1,331.803
JBCUIEXUERRWDR-UHFFFAOYSA-N,CC1=C(C)N2C(=N1)C1=C(C(C(=O)N(C)C)=C2)CCC2(CCC3=CC(F)=CC=C23)O1,393.46200000000016
LFXPBNDNUNSBSH-UHFFFAOYSA-N,CC(C)CN1N=C(S(=O)(=O)C2=CC=CC3=CC=CC=C23)C2=CC(N3CCN(C)CC3)=CC=C12,462.6190000000003
LUTKNMZBXBBYSD-UHFFFAOYSA-N,CN1CCC(O)(C#CC(C)(C)O)CC1,197.27799999999996
IGNDNZAAENLJKA-UHFFFAOYSA-N,CCN(CCNCC1=CC=C2C=CC(=O)OC2=C1)C1=CC=CC=C1,322.408
SGOIHAOEBWMHRZ-UHFFFAOYSA-N,N#CC1=CC=C(OCC2=CSC=C2)C=C1OC(C(=O)O)C1=CSC=C1,371.4390000000001
